food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,portion_serving_key,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max,Serving size G,Serving size min ,Serving Size Max,Serving size confidence
INDWEB_0151,Chowmein (veg),Chowmein (veg),Snacks,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.75,11.75,11.75,Medium,0.41,16.67,"Per-100g values proxy-mapped to validated source item 'Burger Veg' (food_id=WEST_IN_0126); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.67,11.75,11.75,11.75,100.0,portion_100g,16.67,16.67,16.67,150.0,105.0,195.0,0.6
INDWEB_0152,Chowmein (egg),Chowmein (egg),Snacks,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.25,10.25,10.25,Medium,0.41,14.44,"Per-100g values proxy-mapped to validated source item 'Burger Egg' (food_id=WEST_IN_0114); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.44,10.25,10.25,10.25,100.0,portion_100g,14.44,14.44,14.44,150.0,105.0,195.0,0.6
INDWEB_0153,Chowmein (chicken),Chowmein (chicken),Snacks,portion,100,100,100,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.96,9.96,9.96,Low,0.41,14.44,"Per-100g values proxy-mapped to validated source item 'Burger Chicken' (food_id=WEST_IN_0108); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.44,9.96,9.96,9.96,100.0,portion_100g,14.44,14.44,14.44,150.0,105.0,195.0,0.6
INDWEB_0154,Hakka noodles (veg),Hakka noodles (veg),Snacks,bowl,100,100,100,0.75,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,4.61,4.61,4.61,Low,0.65,11.2,"Per-100g values proxy-mapped to validated source item 'Hakka Noodles' (food_id=WEST_IN_0216); mapping_score=0.67; mapping_tier=high. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",11.2,4.61,4.61,4.61,100.0,portion_100g,11.2,11.2,11.2,223.0,168.0,279.0,0.7
INDWEB_0155,Hakka noodles (chicken),Hakka noodles (chicken),Snacks,bowl,100,100,100,0.75,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,4.61,4.61,4.61,Low,0.65,11.2,"Per-100g values proxy-mapped to validated source item 'Hakka Noodles' (food_id=WEST_IN_0216); mapping_score=0.67; mapping_tier=high. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",11.2,4.61,4.61,4.61,100.0,portion_100g,11.2,11.2,11.2,224.0,168.0,279.0,0.7
INDWEB_0156,Fried rice (veg),Fried rice (veg),Snacks,plate,134,120,150,0.9,50.0,Henry et al. GI tables (non-Indian cohort),8.66,7.75,9.69,Low,0.75,12.93,"Per-100g values proxy-mapped to validated source item 'Fried Fragrantwhite Rice' (food_id=NONIND_0105); mapping_score=0.73; mapping_tier=high. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",12.93,6.46,6.46,6.46,100.0,cooked_rice_nin_cup_200ml,17.33,15.52,19.4,157.0,126.0,189.0,0.75
INDWEB_0157,Fried rice (egg),Fried rice (egg),Snacks,plate,134,120,150,0.9,50.0,Henry et al. GI tables (non-Indian cohort),8.66,7.75,9.69,Low,0.75,12.93,"Per-100g values proxy-mapped to validated source item 'Fried Fragrantwhite Rice' (food_id=NONIND_0105); mapping_score=0.73; mapping_tier=high. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",12.93,6.46,6.46,6.46,100.0,cooked_rice_nin_cup_200ml,17.33,15.52,19.4,157.0,126.0,188.0,0.8
INDWEB_0158,Fried rice (chicken),Fried rice (chicken),Snacks,plate,134,120,150,0.9,50.0,Henry et al. GI tables (non-Indian cohort),8.66,7.75,9.69,Low,0.75,12.93,"Per-100g values proxy-mapped to validated source item 'Fried Fragrantwhite Rice' (food_id=NONIND_0105); mapping_score=0.73; mapping_tier=high. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",12.93,6.46,6.46,6.46,100.0,cooked_rice_nin_cup_200ml,17.33,15.52,19.4,158.0,126.0,189.0,0.8
INDWEB_0159,Manchurian balls (veg),Manchurian balls (veg),Snacks,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.75,11.75,11.75,Medium,0.41,16.67,"Per-100g values proxy-mapped to validated source item 'Burger Veg' (food_id=WEST_IN_0126); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.67,11.75,11.75,11.75,100.0,portion_100g,16.67,16.67,16.67,150.0,105.0,195.0,0.6
INDWEB_0160,Spring roll (veg),Spring roll (veg),Snacks,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.75,11.75,11.75,Medium,0.41,16.67,"Per-100g values proxy-mapped to validated source item 'Burger Veg' (food_id=WEST_IN_0126); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.67,11.75,11.75,11.75,100.0,portion_100g,16.67,16.67,16.67,150.0,105.0,195.0,0.6
INDWEB_0161,Spring roll (chicken),Spring roll (chicken),Snacks,portion,100,100,100,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.96,9.96,9.96,Low,0.41,14.44,"Per-100g values proxy-mapped to validated source item 'Burger Chicken' (food_id=WEST_IN_0108); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.44,9.96,9.96,9.96,100.0,portion_100g,14.44,14.44,14.44,150.0,105.0,195.0,0.6
INDWEB_0162,Pakora (onion),Pakora (onion),Snacks,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,14.2,14.2,14.2,Medium,0.41,20.0,"Per-100g values proxy-mapped to validated source item 'Onion Rings' (food_id=WEST_IN_0230); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",20.0,14.2,14.2,14.2,100.0,portion_100g,20.0,20.0,20.0,150.0,105.0,195.0,0.6
INDWEB_0163,Pakora (paneer),Pakora (paneer),Snacks,portion,100,100,100,0.75,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.59,11.59,11.59,Medium,0.41,16.67,"Per-100g values proxy-mapped to validated source item 'Burger Paneer' (food_id=WEST_IN_0120); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.67,11.59,11.59,11.59,100.0,portion_100g,16.67,16.67,16.67,150.0,105.0,195.0,0.6
INDWEB_0164,Pakora (spinach/palak),Pakora (spinach/palak),Snacks,portion,100,100,100,0.75,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.4,18.67,"Per-100g values proxy-mapped to validated source item 'Pizza Spinach and Corn' (food_id=WEST_IN_0084); mapping_score=0.17; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",18.67,13.05,13.05,13.05,100.0,portion_100g,18.67,18.67,18.67,150.0,105.0,195.0,0.6
INDWEB_0165,Pakora (mixed veg),Pakora (mixed veg),Snacks,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.75,11.75,11.75,Medium,0.41,16.67,"Per-100g values proxy-mapped to validated source item 'Burger Veg' (food_id=WEST_IN_0126); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.67,11.75,11.75,11.75,100.0,portion_100g,16.67,16.67,16.67,150.0,105.0,195.0,0.6
INDWEB_0166,Chana jor garam,Chana jor garam,Snacks,portion,100,100,100,0.75,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.14,13.14,13.14,Medium,0.72,18.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Pineapple' (food_id=WEST_IN_0076).",18.67,13.14,13.14,13.14,100.0,portion_100g,18.67,18.67,18.67,150.0,105.0,195.0,0.6
INDWEB_0167,Masala peanuts,Masala peanuts,Snacks,portion,100,100,100,0.75,40.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,4.27,4.27,4.27,Low,0.74,10.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Chana Masala' (food_id=T3_0008).",10.67,4.27,4.27,4.27,100.0,portion_100g,10.67,10.67,10.67,150.0,105.0,195.0,0.55
INDWEB_0168,Baked/roasted makhana,Baked/roasted makhana,Snacks,portion,100,100,100,0.75,55.0,Henry et al. GI tables (non-Indian cohort),11.4,11.4,11.4,Medium,0.45,20.73,"Per-100g values proxy-mapped to validated source item 'Baked Barbecuedporkpuff' (food_id=NONIND_0515); mapping_score=0.40; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",20.73,11.4,11.4,11.4,100.0,portion_100g,20.73,20.73,20.73,150.0,105.0,195.0,0.55
INDWEB_0169,Namkeen mixture,Namkeen mixture,Snacks,portion,100,100,100,0.75,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Mushroom and Olive' (food_id=WEST_IN_0056).",18.67,13.05,13.05,13.05,100.0,portion_100g,18.67,18.67,18.67,150.0,105.0,195.0,0.6
INDWEB_0170,Aloo bhujiya,Aloo bhujiya,Snacks,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.84,11.84,11.84,Medium,0.41,16.67,"Per-100g values proxy-mapped to validated source item 'Burger Aloo Tikki' (food_id=WEST_IN_0099); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.67,11.84,11.84,11.84,100.0,portion_100g,16.67,16.67,16.67,150.0,105.0,195.0,0.6
INDWEB_0171,Bhujia sev,Bhujia sev,Snacks,portion,100,100,100,0.75,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza and Oori Chicken' (food_id=WEST_IN_0087).",15.33,10.49,10.49,10.49,100.0,portion_100g,15.33,15.33,15.33,150.0,105.0,195.0,0.6
INDWEB_0172,Sev (plain),Sev (plain),Snacks,piece,100,100,100,0.75,60.0,Henry et al. GI tables (non-Indian cohort),8.95,8.95,8.95,Low,0.45,14.92,"Per-100g values proxy-mapped to validated source item 'Plain Wheat Noodles' (food_id=NONIND_0074); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.92,8.95,8.95,8.95,100.0,portion_100g,14.92,14.92,14.92,69.0,51.0,86.0,0.7
INDWEB_0173,Mathri,Mathri,Snacks,portion,100,100,100,0.75,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.03,10.03,10.03,Medium,0.72,14.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Cheese Burst' (food_id=WEST_IN_0010).",14.67,10.03,10.03,10.03,100.0,portion_100g,14.67,14.67,14.67,150.0,105.0,195.0,0.6
INDWEB_0174,Namak pare,Namak pare,Snacks,portion,100,100,100,0.75,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.7,15.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Pocket Chicken' (food_id=WEST_IN_0079).",15.33,10.49,10.49,10.49,100.0,portion_100g,15.33,15.33,15.33,150.0,105.0,195.0,0.6
INDWEB_0175,Shakarpare,Shakarpare,Snacks,portion,100,100,100,0.75,56.0,Henry et al. GI tables (non-Indian cohort),19.45,19.45,19.45,Medium,0.88,34.73,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza' (food_id=NONIND_0788).",34.73,19.45,19.45,19.45,100.0,portion_100g,34.73,34.73,34.73,150.0,105.0,195.0,0.6
INDWEB_0176,Banana chips,Banana chips,Snacks,piece,100,100,100,0.75,43.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 25 g available carbs (table page 21).",7.45,7.45,7.45,Low,0.64,17.33,"Per-100g values proxy-mapped to validated source item 'Banana' (food_id=IND_HENRY2021_605); mapping_score=0.50; mapping_tier=medium. Converted from source serving_size_g=120g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",17.33,7.45,7.45,7.45,100.0,portion_100g,17.33,17.33,17.33,74.0,57.0,91.0,0.7
INDWEB_0177,Potato chips (salted),Potato chips (salted),Snacks,portion,100,100,100,0.75,62.0,Henry et al. GI tables (non-Indian cohort),8.26,8.26,8.26,Low,0.45,13.33,"Per-100g values proxy-mapped to validated source item 'Potato' (food_id=NONIND_0428); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",13.33,8.26,8.26,8.26,100.0,portion_100g,13.33,13.33,13.33,150.0,105.0,195.0,0.55
INDWEB_0178,Potato chips (masala),Potato chips (masala),Snacks,portion,100,100,100,0.75,62.0,Henry et al. GI tables (non-Indian cohort),8.26,8.26,8.26,Low,0.45,13.33,"Per-100g values proxy-mapped to validated source item 'Potato' (food_id=NONIND_0428); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",13.33,8.26,8.26,8.26,100.0,portion_100g,13.33,13.33,13.33,150.0,105.0,195.0,0.55
INDWEB_0179,Murukku,Murukku,Snacks,piece,100,100,100,0.75,60.0,Henry et al. GI tables (non-Indian cohort),8.95,8.95,8.95,Low,0.88,14.92,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Plain Wheat Noodles' (food_id=NONIND_0074).",14.92,8.95,8.95,8.95,100.0,portion_100g,14.92,14.92,14.92,68.0,51.0,86.0,0.7
INDWEB_0180,Chakli,Chakli,Snacks,portion,100,100,100,0.75,72.1,Henry et al. GI tables (non-Indian cohort),48.07,48.07,48.07,High,0.88,66.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Adanhalus' (food_id=NONIND_0083).",66.67,48.07,48.07,48.07,100.0,portion_100g,66.67,66.67,66.67,150.0,105.0,195.0,0.55
INDWEB_0181,Kara sev,Kara sev,Snacks,katori,100,100,100,0.75,44.4,Henry et al. GI tables (non-Indian cohort),7.9,7.9,7.9,Low,0.88,17.8,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pittu with Greenleafy Curry' (food_id=NONIND_0682).",17.8,7.9,7.9,7.9,100.0,portion_100g,17.8,17.8,17.8,150.0,120.0,180.0,0.7
INDWEB_0182,Ribbon pakoda,Ribbon pakoda,Snacks,katori,100,100,100,0.75,59.3,Henry et al. GI tables (non-Indian cohort),10.56,10.56,10.56,Medium,0.88,17.8,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pittu with Greenleafy Curry with' (food_id=NONIND_0681).",17.8,10.56,10.56,10.56,100.0,portion_100g,17.8,17.8,17.8,150.0,120.0,180.0,0.7
INDWEB_0183,Upma (rava),Upma (rava),Snacks,katori,100,100,100,0.75,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.65,11.65,11.65,Medium,0.63,17.78,"Per-100g values proxy-mapped to validated source item 'Upma' (food_id=IND_HENRY2021_709); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",17.78,11.65,11.65,11.65,100.0,portion_100g,17.78,17.78,17.78,154.0,123.0,185.0,0.7
INDWEB_0184,Upma (vermicelli),Upma (vermicelli),Snacks,katori,100,100,100,0.75,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.65,11.65,11.65,Medium,0.63,17.78,"Per-100g values proxy-mapped to validated source item 'Upma' (food_id=IND_HENRY2021_709); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",17.78,11.65,11.65,11.65,100.0,portion_100g,17.78,17.78,17.78,154.0,123.0,185.0,0.7
INDWEB_0185,Pongal (ven),Pongal (ven),Snacks,plate,134,120,150,0.9,85.0,Henry et al. GI tables (non-Indian cohort),23.46,21.01,26.27,High,0.88,20.6,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Rice Idli' (food_id=NONIND_0046).",20.6,17.51,17.51,17.51,100.0,cooked_rice_nin_cup_200ml,27.6,24.72,30.9,150.0,120.0,180.0,0.7
INDWEB_0186,Pesarattu upma combo,Pesarattu upma combo,Snacks,katori,100,100,100,0.75,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.65,11.65,11.65,Medium,0.45,17.78,"Per-100g values proxy-mapped to validated source item 'Upma' (food_id=IND_HENRY2021_709); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",17.78,11.65,11.65,11.65,100.0,portion_100g,17.78,17.78,17.78,152.0,122.0,182.0,0.7
INDWEB_0187,Vegetable pulao,Vegetable pulao,Grains & staples,plate,134,120,150,0.9,60.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,8.04,7.2,9.0,Low,0.68,10.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pulao' (food_id=T3_0025).",10.0,6.0,6.0,6.0,100.0,cooked_rice_nin_cup_200ml,13.4,12.0,15.0,164.0,132.0,197.0,0.7
INDWEB_0188,Peas pulao,Peas pulao,Grains & staples,plate,134,120,150,0.9,103.0,Henry et al. GI tables (non-Indian cohort),36.81,32.96,41.2,High,0.88,26.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Rice Flour Pittu' (food_id=NONIND_0587).",26.67,27.47,27.47,27.47,100.0,cooked_rice_nin_cup_200ml,35.74,32.0,40.01,156.0,125.0,187.0,0.7
INDWEB_0189,Jeera pulao,Jeera pulao,Grains & staples,plate,134,120,150,0.9,54.7,Henry et al. GI tables (non-Indian cohort),13.05,11.69,14.61,Medium,0.88,17.8,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Par Boiled Rice with Greenleafy Curry and Gravy' (food_id=NONIND_0678).",17.8,9.74,9.74,9.74,100.0,cooked_rice_nin_cup_200ml,23.85,21.36,26.7,152.0,122.0,182.0,0.75
INDWEB_0190,Mutton biryani,Mutton biryani,Grains & staples,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.62,7.88,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.88,4.1,4.1,4.1,100.0,cooked_rice_nin_cup_200ml,10.56,9.46,11.82,174.0,139.0,208.0,0.7
INDWEB_0191,Hyderabadi biryani (chicken),Hyderabadi biryani (chicken),Grains & staples,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.45,7.88,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.88,4.1,4.1,4.1,100.0,cooked_rice_nin_cup_200ml,10.56,9.46,11.82,175.0,140.0,210.0,0.7
INDWEB_0192,Hyderabadi biryani (mutton),Hyderabadi biryani (mutton),Grains & staples,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.45,7.88,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.88,4.1,4.1,4.1,100.0,cooked_rice_nin_cup_200ml,10.56,9.46,11.82,173.0,139.0,208.0,0.7
